monster_code,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,ZukanIndex,ZukanIndexSuffix,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,weapon,WeaponEquip,HP,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,EnemyReceiveDamageRate,CaptureRateCorrect,ExpRatio,Price,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4
BOSS_DarkScorpion,PAL_NAME_DarkScorpion,BOSS_NAME_DarkScorpion,PARTNERSKILL_DarkScorpion,True,EPalTribeID::DarkScorpion,BOSS_DarkScorpion,-1,,EPalSizeType::XL,9,EPalElementType::Dark,EPalElementType::Earth,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,130,100,100,0.2,0.7,10.0,7050.0,Boss,None,100,200,1000,1200,600,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,True,9,True,True,100,50,260,0,0,0,0,0,0,2,3,0,0,0,0,0,None,None,None,None
BOSS_Deer,PAL_NAME_Deer,BOSS_NAME_Deer,PARTNERSKILL_Deer,True,EPalTribeID::Deer,BOSS_Deer,-1,,EPalSizeType::XL,4,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,95,70,80,80,100,100,0.4,0.7,10.0,2620.0,Boss,None,80,120,700,1000,390,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,920,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_Deer_Ground,PAL_NAME_Deer_Ground,BOSS_NAME_Deer_Ground,PARTNERSKILL_Deer_Ground,True,EPalTribeID::Deer_Ground,BOSS_Deer_Ground,-1,,EPalSizeType::XL,6,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,95,70,80,80,100,100,0.2,0.7,10.0,2680.0,Boss,None,80,120,700,1000,390,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,900,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_DreamDemon,PAL_NAME_DreamDemon,BOSS_NAME_DreamDemon,PARTNERSKILL_DreamDemon,True,EPalTribeID::DreamDemon,BOSS_DreamDemon,-1,,EPalSizeType::XL,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,75,60,100,100,0.4,0.7,10.0,1330.0,NotInterested,None,70,140,300,550,220,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,True,9,False,True,100,50,1230,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None
BOSS_DrillGame,PAL_NAME_DrillGame,BOSS_NAME_DrillGame,PARTNERSKILL_DrillGame,True,EPalTribeID::DrillGame,BOSS_DrillGame,-1,,EPalSizeType::XL,5,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,80,80,95,120,100,100,0.2,0.7,10.0,2980.0,Boss,None,75,120,300,420,190,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,True,True,100,50,850,0,0,0,0,0,0,0,3,0,0,0,0,0,Deffence_up1,None,None,None
BOSS_Eagle,PAL_NAME_Eagle,BOSS_NAME_Eagle,PARTNERSKILL_Eagle,True,EPalTribeID::Eagle,BOSS_Eagle,-1,,EPalSizeType::XL,2,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,75,120,85,60,100,100,0.2,0.7,10.0,2010.0,Boss,None,100,200,600,700,400,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,True,True,100,50,1030,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
BOSS_ElecCat,PAL_NAME_ElecCat,BOSS_NAME_ElecCat,PARTNERSKILL_ElecCat,True,EPalTribeID::ElecCat,BOSS_ElecCat,-1,,EPalSizeType::S,1,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,60,60,80,70,80,100,0.4,0.77,10.0,1030.0,NotInterested,None,40,80,350,500,270,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1410,0,0,0,1,1,0,0,0,0,0,0,1,0,None,None,None,None
BOSS_ElecLion,PAL_NAME_ElecLion,BOSS_NAME_ElecLion,PARTNERSKILL_ElecLion,True,EPalTribeID::ElecLion,BOSS_ElecLion,-1,,EPalSizeType::XL,0,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,110,70,100,100,0.2,0.7,10.0,4200.0,Boss,None,85,85,800,1000,442,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_ElecPanda,PAL_NAME_ElecPanda,BOSS_NAME_ElecPanda,PARTNERSKILL_ElecPanda,True,EPalTribeID::ElecPanda,BOSS_ElecPanda,-1,,EPalSizeType::XL,8,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,105,120,100,100,100,100,0.2,0.7,10.0,7720.0,Boss,None,80,140,470,650,210,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,200,0,0,0,3,2,0,2,0,0,0,0,3,0,None,None,None,None
BOSS_FairyDragon,PAL_NAME_FairyDragon,BOSS_NAME_FairyDragon,PARTNERSKILL_FairyDragon,True,EPalTribeID::FairyDragon,BOSS_FairyDragon,-1,,EPalSizeType::XL,7,EPalElementType::Dragon,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,80,80,90,100,100,0.2,0.7,10.0,5230.0,Boss,None,83,83,630,900,456,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,130,50,540,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_FairyDragon_Water,PAL_NAME_FairyDragon_Water,BOSS_NAME_FairyDragon_Water,PARTNERSKILL_FairyDragon_Water,True,EPalTribeID::FairyDragon_Water,BOSS_FairyDragon_Water,-1,,EPalSizeType::XL,8,EPalElementType::Dragon,EPalElementType::Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,115,80,80,95,100,100,0.2,0.7,10.0,5320.0,Boss,None,83,83,630,900,456,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,130,50,530,0,3,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_FeatherOstrich,PAL_NAME_FeatherOstrich,BOSS_NAME_FeatherOstrich,PARTNERSKILL_FeatherOstrich,True,EPalTribeID::FeatherOstrich,BOSS_FeatherOstrich,-1,,EPalSizeType::XL,0,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,4610.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
BOSS_FengyunDeeper,PAL_NAME_FengyunDeeper,BOSS_NAME_FengyunDeeper,PARTNERSKILL_FengyunDeeper,True,EPalTribeID::FengyunDeeper,BOSS_FengyunDeeper,-1,,EPalSizeType::XL,3,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,110,110,90,100,100,0.2,0.7,10.0,2250.0,Boss,None,85,100,750,1150,417,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,100,50,980,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_FireKirin,PAL_NAME_FireKirin,BOSS_NAME_FireKirin,PARTNERSKILL_FireKirin,True,EPalTribeID::FireKirin,BOSS_FireKirin,-1,,EPalSizeType::XL,6,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,110,95,90,100,100,0.2,0.7,10.0,6720.0,Boss,None,100,150,850,1400,500,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,360,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
BOSS_FireKirin_Dark,PAL_NAME_FireKirin_Dark,BOSS_NAME_FireKirin_Dark,PARTNERSKILL_FireKirin_Dark,True,EPalTribeID::FireKirin_Dark,BOSS_FireKirin_Dark,-1,,EPalSizeType::XL,7,EPalElementType::Fire,EPalElementType::Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,110,95,90,100,100,0.2,0.7,10.0,7270.0,Boss,None,100,150,850,1400,500,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,True,9,False,True,100,50,240,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
BOSS_FlameBambi,PAL_NAME_FlameBambi,BOSS_NAME_FlameBambi,PARTNERSKILL_FlameBambi,True,EPalTribeID::FlameBambi,BOSS_FlameBambi,-1,,EPalSizeType::S,2,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,75,100,70,75,100,100,0.4,0.77,10.0,2950.0,NotInterested,None,70,100,400,550,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,1155,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_FlameBuffalo,PAL_NAME_FlameBuffalo,BOSS_NAME_FlameBuffalo,PARTNERSKILL_FlameBuffalo,True,EPalTribeID::FlameBuffalo,BOSS_FlameBuffalo,-1,,EPalSizeType::XL,4,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,85,100,95,95,100,100,0.2,0.7,10.0,3520.0,Boss,None,87,87,600,900,343,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,790,2,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None
BOSS_FlowerDinosaur,PAL_NAME_FlowerDinosaur,BOSS_NAME_FlowerDinosaur,PARTNERSKILL_FlowerDinosaur,True,EPalTribeID::FlowerDinosaur,BOSS_FlowerDinosaur,-1,,EPalSizeType::XL,6,EPalElementType::Leaf,EPalElementType::Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,90,85,90,150,100,0.4,0.7,10.0,3240.0,NotInterested,None,70,120,550,800,335,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,100,50,820,0,0,2,0,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_FlowerDinosaur_Electric,PAL_NAME_FlowerDinosaur_Electric,BOSS_NAME_FlowerDinosaur_Electric,PARTNERSKILL_FlowerDinosaur_Electric,True,EPalTribeID::FlowerDinosaur_Electric,BOSS_FlowerDinosaur_Electric,-1,,EPalSizeType::XL,7,EPalElementType::Electricity,EPalElementType::Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,90,90,90,150,100,0.2,0.7,10.0,3380.0,NotInterested,None,70,120,550,800,335,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,100,50,810,0,0,0,2,0,0,2,0,0,0,0,0,0,None,None,None,None
BOSS_FlowerDoll,PAL_NAME_FlowerDoll,BOSS_NAME_FlowerDoll,PARTNERSKILL_FlowerDoll,True,EPalTribeID::FlowerDoll,BOSS_FlowerDoll,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,95,100,100,100,0.2,0.7,10.0,3590.0,NotInterested,None,100,150,550,700,350,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,780,0,0,3,0,2,2,0,0,0,2,0,1,0,None,None,None,None
BOSS_FlowerRabbit,PAL_NAME_FlowerRabbit,BOSS_NAME_FlowerRabbit,PARTNERSKILL_FlowerRabbit,True,EPalTribeID::FlowerRabbit,BOSS_FlowerRabbit,-1,,EPalSizeType::M,1,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,75,100,65,70,100,100,0.2,0.7,10.0,1220.0,NotInterested,None,100,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,1280,0,0,1,0,1,1,0,0,0,1,0,1,0,None,None,None,None
BOSS_FlyingManta,PAL_NAME_FlyingManta,BOSS_NAME_FlyingManta,PARTNERSKILL_FlyingManta,True,EPalTribeID::FlyingManta,BOSS_FlyingManta,-1,,EPalSizeType::XL,3,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,70,80,100,100,0.4,0.77,10.0,2860.0,NotInterested,None,30,150,550,700,350,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,870,0,1,0,0,0,0,0,0,0,0,0,1,0,None,None,None,None
BOSS_FoxMage,PAL_NAME_FoxMage,BOSS_NAME_FoxMage,PARTNERSKILL_FoxMage,True,EPalTribeID::FoxMage,BOSS_FoxMage,-1,,EPalSizeType::XL,6,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,50,110,80,120,100,0.2,0.7,10.0,1540.0,Boss,None,70,145,440,620,292,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,1160,2,0,0,0,3,0,0,0,0,0,0,2,0,None,None,None,None
BOSS_Ganesha,PAL_NAME_Ganesha,BOSS_NAME_Ganesha,PARTNERSKILL_Ganesha,True,EPalTribeID::Ganesha,BOSS_Ganesha,-1,,EPalSizeType::XL,1,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,60,70,100,100,0.4,0.91,10.0,1000.0,NotInterested,None,30,60,300,400,180,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1490,0,1,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_Garm,PAL_NAME_Garm,BOSS_NAME_Garm,PARTNERSKILL_Garm,True,EPalTribeID::Garm,BOSS_Garm,-1,,EPalSizeType::M,2,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,80,110,90,75,100,100,0.4,0.7,10.0,1920.0,Boss,None,90,180,800,1050,460,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,True,True,70,50,1060,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
BOSS_GhostBeast,PAL_NAME_GhostBeast,BOSS_NAME_GhostBeast,PARTNERSKILL_GhostBeast,True,EPalTribeID::GhostBeast,BOSS_GhostBeast,-1,,EPalSizeType::XL,6,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,75,50,105,80,100,100,0.2,0.7,10.0,1570.0,Boss,None,100,160,600,900,365,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,True,9,True,True,100,50,1150,0,0,0,0,0,2,0,1,0,0,0,0,0,None,None,None,None
BOSS_GoldenHorse,PAL_NAME_GoldenHorse,BOSS_NAME_GoldenHorse,PARTNERSKILL_GoldenHorse,True,EPalTribeID::GoldenHorse,BOSS_GoldenHorse,-1,,EPalSizeType::XL,0,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,7960.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,0,False,True,100,50,0,0,0,0,0,0,2,0,0,3,0,0,0,0,None,None,None,None
BOSS_Gorilla,PAL_NAME_Gorilla,BOSS_NAME_Gorilla,PARTNERSKILL_Gorilla,True,EPalTribeID::Gorilla,BOSS_Gorilla,-1,,EPalSizeType::XL,5,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,110,95,90,100,100,0.2,0.7,10.0,2010.0,Boss,None,66,100,550,720,250,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,True,True,100,50,1040,0,0,0,0,1,0,2,0,0,0,0,3,0,PAL_rude,None,None,None
BOSS_GrassDragon,PAL_NAME_GrassDragon,BOSS_NAME_GrassDragon,PARTNERSKILL_GrassDragon,True,EPalTribeID::GrassDragon,GrassDragon,-1,,EPalSizeType::XL,0,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,130,80,120,90,80,100,0.2,0.7,10.0,6510.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None,None,None,None
BOSS_GrassMammoth,PAL_NAME_GrassMammoth,BOSS_NAME_GrassMammoth,PARTNERSKILL_GrassMammoth,True,EPalTribeID::GrassMammoth,BOSS_GrassMammoth,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,150,100,85,90,30,100,0.2,0.7,10.0,9450.0,NotInterested,None,100,135,430,700,282,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,False,9,False,True,100,50,300,0,0,2,0,0,0,2,2,0,0,0,0,0,None,None,None,None
BOSS_GrassMammoth_Ice,PAL_NAME_GrassMammoth_Ice,BOSS_NAME_GrassMammoth_Ice,PARTNERSKILL_GrassMammoth_Ice,True,EPalTribeID::GrassMammoth_Ice,BOSS_GrassMammoth_Ice,-1,,EPalSizeType::XL,9,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,150,100,90,90,30,100,0.2,0.7,10.0,9710.0,NotInterested,None,100,135,430,700,282,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,False,9,False,True,100,50,290,0,0,0,0,0,0,2,2,0,0,2,0,0,None,None,None,None
BOSS_GrassPanda,PAL_NAME_GrassPanda,BOSS_NAME_GrassPanda,PARTNERSKILL_GrassPanda,True,EPalTribeID::GrassPanda,BOSS_GrassPanda,-1,,EPalSizeType::XL,6,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,90,90,100,100,0.2,0.7,10.0,6200.0,Boss,None,50,100,500,800,275,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,430,0,0,2,0,2,0,2,0,0,0,0,3,0,None,None,None,None
BOSS_GrassPanda_Electric,PAL_NAME_GrassPanda_Electric,BOSS_NAME_GrassPanda_Electric,PARTNERSKILL_GrassPanda_Electric,True,EPalTribeID::GrassPanda_Electric,BOSS_GrassPanda_Electric,-1,,EPalSizeType::XL,7,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,6610.0,Boss,None,50,100,500,800,275,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,390,0,0,0,2,2,0,2,0,0,0,0,3,0,None,None,None,None
BOSS_GrassRabbitMan,PAL_NAME_GrassRabbitMan,BOSS_NAME_GrassRabbitMan,PARTNERSKILL_GrassRabbitMan,True,EPalTribeID::GrassRabbitMan,BOSS_GrassRabbitMan,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,115,90,100,100,0.2,0.7,10.0,2200.0,Boss,None,50,195,500,700,275,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,990,0,0,2,0,3,3,2,0,0,0,0,2,0,None,None,None,None
BOSS_GuardianDog,PAL_NAME_GuardianDog,BOSS_NAME_GuardianDog,PARTNERSKILL_GuardianDog,True,EPalTribeID::GuardianDog,GuardianDog,-1,,EPalSizeType::XL,0,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,80,80,90,110,100,0.2,0.7,10.0,1510.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_HadesBird,PAL_NAME_HadesBird,BOSS_NAME_HadesBird,PARTNERSKILL_HadesBird,True,EPalTribeID::HadesBird,BOSS_HadesBird,-1,,EPalSizeType::XL,7,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,125,100,100,100,0.2,0.7,10.0,7840.0,Boss,None,100,100,700,1200,450,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,True,9,True,True,170,50,190,0,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
BOSS_HawkBird,PAL_NAME_HawkBird,BOSS_NAME_HawkBird,PARTNERSKILL_HawkBird,True,EPalTribeID::HawkBird,BOSS_HawkBird,-1,,EPalSizeType::S,3,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,95,80,100,100,0.4,0.7,10.0,6300.0,Boss,None,150,150,600,850,450,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,420,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
BOSS_Hedgehog,PAL_NAME_Hedgehog,BOSS_NAME_Hedgehog,PARTNERSKILL_Hedgehog,True,EPalTribeID::Hedgehog,BOSS_Hedgehog,-1,,EPalSizeType::S,1,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,75,70,100,100,0.4,0.84,10.0,1060.0,NotInterested,None,30,60,400,550,215,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1370,0,0,0,1,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_Hedgehog_Ice,PAL_NAME_Hedgehog_Ice,BOSS_NAME_Hedgehog_Ice,PARTNERSKILL_Hedgehog_Ice,True,EPalTribeID::Hedgehog_Ice,BOSS_Hedgehog_Ice,-1,,EPalSizeType::XL,2,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,75,80,100,100,0.2,0.7,10.0,1070.0,NotInterested,None,30,60,400,550,215,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,None,None,None,None
BOSS_HerculesBeetle,PAL_NAME_HerculesBeetle,BOSS_NAME_HerculesBeetle,PARTNERSKILL_HerculesBeetle,True,EPalTribeID::HerculesBeetle,BOSS_HerculesBeetle,-1,,EPalSizeType::XL,8,EPalElementType::Earth,EPalElementType::Leaf,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,100,120,100,100,0.2,0.7,10.0,6830.0,Boss,None,55,110,500,600,110,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1.0,6,25,90,1.0,False,False,9,False,True,100,85,340,0,0,1,0,1,0,3,0,0,0,0,3,0,Deffence_up1,None,None,None
BOSS_Horus,PAL_NAME_Horus,BOSS_NAME_Horus,PARTNERSKILL_Horus,True,EPalTribeID::Horus,BOSS_Horus,-1,,EPalSizeType::XL,9,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,105,110,90,100,0.2,0.7,10.0,6720.0,Boss,None,150,200,1000,1500,500,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,False,9,False,True,230,50,370,3,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
BOSS_IceDeer,PAL_NAME_IceDeer,BOSS_NAME_IceDeer,PARTNERSKILL_IceDeer,True,EPalTribeID::IceDeer,BOSS_IceDeer,-1,,EPalSizeType::XL,4,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,80,85,110,100,100,0.2,0.7,10.0,2800.0,Boss,None,35,70,550,800,310,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,50,880,0,0,0,0,0,0,2,0,0,0,2,0,0,None,None,None,None
BOSS_IceFox,PAL_NAME_IceFox,BOSS_NAME_IceFox,PARTNERSKILL_IceFox,True,EPalTribeID::IceFox,BOSS_IceFox,-1,,EPalSizeType::XL,5,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,95,105,100,100,0.2,0.7,10.0,3730.0,NotInterested,None,65,130,600,750,315,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,760,0,0,0,0,0,0,0,0,0,0,2,0,0,None,None,None,None
