Item,OverrideName,OverrideDescription,IconName,TypeA,TypeB,Rank,Rarity,MaxStackCount,Weight,Price,SortID,bInTreasureBox,bNotConsumed,bEnableHandcraft,TechnologyTreeLock,ItemStaticClass,ItemDynamicClass,ItemActorClass,ItemStaticMeshName,VisualBlueprintClassName,VisualBlueprintClassSoft,DropItemType,Editor_RowNameHash,RestoreSatiety,RestoreConcentration,RestoreSanity,RestoreHealth,GrantEffect1Id,GrantEffect1Time,GrantEffect2Id,GrantEffect2Time,GrantEffect3Id,GrantEffect3Time,Durability,ElementType,bSleepWeapon,MagazineSize,SneakAttackRate,PhysicalAttackValue,HPValue,PhysicalDefenseValue,ShieldValue,MagicAttackValue,MagicDefenseValue,PassiveSkillName,WazaID,CorruptionFactor,FloatValue1
PAL_Growth_Stone_XL,None,None,Pal_Growth_Stone,EPalItemTypeA::Material,EPalItemTypeB::MaterialStone,3,0,9999,0.1,1,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1248698376,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Unko_S,None,None,Unko,EPalItemTypeA::Material,EPalItemTypeB::MaterialJewelry,1,0,9999,1.0,1,5060,False,True,False,0,None,None,None,None,BP_Item_Feces,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Feces.BP_Item_Feces_C', 'SubPathString': ''}",EPalDropItemType::UNKO,2090247030,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Unko_L,None,None,Unko,EPalItemTypeA::Material,EPalItemTypeB::MaterialJewelry,1,0,9999,2.0,1,5061,False,True,False,0,None,None,None,None,BP_Item_Feces,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Feces.BP_Item_Feces_C', 'SubPathString': ''}",EPalDropItemType::UNKO,-1868433485,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Sword,None,None,Sword,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponMelee,2,0,1,10.0,10440,140,False,True,False,0,CommonWeapon,CommonWeapon,Sword,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,15404806,0,0,0,0,0,0.0,0,0.0,0,0.0,500,EPalElementType::None,False,0,1.0,525,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
ThrowStone,None,None,Stone,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponThrowObject,2,0,9999,0.1,10,9999,False,True,False,0,CommonWeapon,None,ThrowStone,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1735636955,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,50,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
FragGrenade,None,None,FragGrenade,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponThrowObject,2,0,9999,0.1,10,700,False,True,False,0,CommonWeapon,None,FragGrenade,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-2032246690,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,750,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
FragGrenade_Fire,None,None,FragGrenade_Fire,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponThrowObject,2,0,9999,0.1,10,701,False,True,False,0,CommonWeapon,None,FragGrenade_Fire,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,644141132,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,750,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
FragGrenade_Elec,None,None,FragGrenade_Elec,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponThrowObject,2,0,9999,0.1,10,702,False,True,False,0,CommonWeapon,None,FragGrenade_Elec,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1851740583,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,750,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
FragGrenade_Ice,None,None,FragGrenade_Ice,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponThrowObject,2,0,9999,0.1,10,703,False,True,False,0,CommonWeapon,None,FragGrenade_Ice,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,313812849,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,750,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Tomato,None,None,Tomato,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,0.5,150,4007,False,False,False,0,CommonConsume,None,None,None,BP_Item_Tomato,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Tomato.BP_Item_Tomato_C', 'SubPathString': ''}",EPalDropItemType::None,1940418144,15,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.16666667,0.0
VenisonBoiledInTomato,None,None,Dish,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,2,0,9999,1.0,900,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-246562585,100,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
WaterBucket,None,None,WaterBucket,EPalItemTypeA::Consume,EPalItemTypeB::ConsumeOther,1,0,9999,5.0,10,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1257052745,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,1000.0
WeakerBow,None,None,Bow,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponBow,1,0,1,6.0,360,200,False,False,False,0,CommonWeapon,CommonWeapon,WeakerBow,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1111815402,0,0,0,0,0,0.0,0,0.0,0,0.0,150,EPalElementType::None,False,1,1.0,65,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Bow_Poison,None,None,Bow_Poison,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponBow,1,0,1,6.0,480,210,False,False,False,0,CommonWeapon,CommonWeapon,Bow_Poison,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-889653333,0,0,0,0,0,0.0,0,0.0,0,0.0,150,EPalElementType::None,False,1,1.0,65,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Bow_Fire,None,None,Bow_Fire,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponBow,1,0,1,6.0,480,211,False,False,False,0,CommonWeapon,CommonWeapon,Bow_Fire,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,107666353,0,0,0,0,0,0.0,0,0.0,0,0.0,150,EPalElementType::None,False,1,1.0,65,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
BowGun_Poison,None,None,BowGun_Poison,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponCrossbow,2,0,1,13.0,25200,240,False,False,False,0,CommonWeapon,CommonWeapon,BowGun_Poison,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1777267099,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,1,1.0,280,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
BowGun_Fire,None,None,BowGun_Fire,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponCrossbow,2,0,1,13.0,25200,241,False,False,False,0,CommonWeapon,CommonWeapon,BowGun_Fire,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1893560254,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,1,1.0,280,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
RecurveBow,None,None,Bow,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponBow,99,0,1,15.0,10,9999,False,True,False,0,CommonWeapon,CommonWeapon,RecurveBow,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1052414574,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,1,1.0,40,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Bow_Triple,None,None,Bow3,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponBow,1,0,1,8.0,1000,220,False,False,False,0,CommonWeapon,CommonWeapon,Bow_Triple,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,91410382,0,0,0,0,0,0.0,0,0.0,0,0.0,250,EPalElementType::None,False,1,1.0,40,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Bow_Fifth,None,None,Bow,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponBow,1,0,1,8.0,10,221,False,False,False,0,CommonWeapon,CommonWeapon,Bow_Fifth,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,223067108,0,0,0,0,0,0.0,0,0.0,0,0.0,350,EPalElementType::None,False,1,1.0,30,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
BerrySeeds,None,None,BerrySeeds,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,0.05,50,5063,False,False,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1582009594,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PotatoSeedPotatoes,None,None,Seed,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,0.05,10,9999,False,False,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1990233514,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
TomatoSeeds,None,None,TomatoSeeds,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,0.05,200,5064,False,False,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,176266587,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
LettuceSeeds,None,None,LettuceSeeds,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,0.05,200,5065,False,False,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-470612319,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
WheatSeeds,None,None,WheatSeeds,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,0.05,100,5066,False,False,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1123607639,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Wheat,None,None,Wheat,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,0.2,100,4006,False,False,False,0,CommonConsume,None,None,None,BP_Item_Wheat,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Wheat.BP_Item_Wheat_C', 'SubPathString': ''}",EPalDropItemType::None,-895499482,6,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.041666668,0.0
Flour,None,None,Flour,EPalItemTypeA::Material,EPalItemTypeB::FoodVegetable,1,0,9999,0.1,20,5120,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-103498677,3,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.041666668,0.0
Potato,None,None,Potato,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,1.0,50,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1954615783,25,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.055555556,0.0
Corn,None,None,Corn,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,1.5,2000,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-408205103,40,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.055555556,0.0
Pumpkin,None,None,Pumpkin,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,1.5,2000,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,2023925090,50,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.055555556,0.0
Baked_Potato,None,None,Potato,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,1,0,9999,1.5,2000,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,2130615037,40,0,1,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Wood,None,None,Wood,EPalItemTypeA::Material,EPalItemTypeB::MaterialWood,1,0,9999,3.0,10,5000,False,True,False,0,None,None,Wood,Wood,BP_Item_Wood,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Wood.BP_Item_Wood_C', 'SubPathString': ''}",EPalDropItemType::None,249376605,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Wool,None,None,Wool,EPalItemTypeA::Material,EPalItemTypeB::MaterialMonster,1,0,9999,1.0,100,5050,False,False,False,0,None,None,None,None,BP_Item_LeatherWool,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_LeatherWool.BP_Item_LeatherWool_C', 'SubPathString': ''}",EPalDropItemType::None,-563696626,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
CrudeOil,None,None,CrudeOil,EPalItemTypeA::Material,EPalItemTypeB::MaterialOre,1,0,9999,1.0,100,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,944453113,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Plastic,None,None,Plastic,EPalItemTypeA::Material,EPalItemTypeB::MaterialProccessing,5,0,9999,1.0,200,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1175868906,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Computer,None,None,Computer,EPalItemTypeA::Material,EPalItemTypeB::MaterialProccessing,5,0,9999,1.0,298000,9999,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-484903281,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Lettuce,None,None,Lettuce,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,1.0,150,4008,False,False,False,0,CommonConsume,None,None,None,BP_Item_Lettuce,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Lettuce.BP_Item_Lettuce_C', 'SubPathString': ''}",EPalDropItemType::None,1994001291,15,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.16666667,0.0
Grape,None,None,Grape,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,0.5,2000,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,866102340,40,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.055555556,0.0
Hop,None,None,Hop,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,1.5,2000,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1077272956,15,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Egg,None,None,Egg,EPalItemTypeA::Food,EPalItemTypeB::FoodMeat,1,0,9999,0.5,50,4003,False,False,False,0,CommonConsume,None,None,None,BP_Item_Egg,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Egg.BP_Item_Egg_C', 'SubPathString': ''}",EPalDropItemType::None,-2980754,16,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.16666667,0.0
Milk,None,None,Milk,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,1,0,9999,1.5,50,4004,False,False,False,0,CommonConsume,None,None,None,BP_Item_Milk,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_Milk.BP_Item_Milk_C', 'SubPathString': ''}",EPalDropItemType::None,-1922594144,12,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.16666667,0.0
HotMilk,None,None,HotMilk,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,1,0,9999,1.5,100,4025,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-333933125,16,0,1,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.16666667,0.0
JamBun,None,None,JamBun,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,2,0,9999,0.3,600,4040,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-495098001,51,0,6,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Potage,None,None,Potage,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,2,0,9999,0.3,50,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-2132118624,90,0,2,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Salad,None,None,Salad,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,2,0,9999,0.3,1200,4041,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,348746590,84,0,11,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
Omelet,None,None,Omelet,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,2,0,9999,0.5,300,4042,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1896345009,67,0,7,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
FriedVegetables,None,None,FriedVegetables,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,2,0,9999,0.5,300,4043,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1377915686,89,0,7,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
HotDog,None,None,HotDog,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,2,0,9999,0.5,300,4044,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1121064231,102,0,7,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Pancake,None,None,Pancake,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,2,0,9999,0.5,300,4045,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-977182624,42,0,5,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
MarinatedMushrooms,None,None,MarinatedMushrooms,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,2,0,9999,0.5,300,4046,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-988827215,60,0,7,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
MushroomSoup,None,None,MushroomSoup,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,2,0,9999,0.5,300,4047,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-2140044466,52,0,7,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
Curry,None,None,Curry,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.5,50,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1030036324,265,0,12,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Carbonara,None,None,Carbonara,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.5,800,4060,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,256816656,129,0,16,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
BLT,None,None,BLT,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.3,3000,4061,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,351879407,316,0,22,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
CheeseBurger,None,None,CheeseBurger,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.3,3400,4062,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1981824773,338,0,22,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Pizza,None,None,Pizza,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.5,2900,4063,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-21707955,184,0,23,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
MeatSauce,None,None,MeatSauce,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.5,2250,4064,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1136766931,190,0,13,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Cake,None,None,Cake,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,2,0,9999,1.0,10000,4068,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1030671353,656,0,82,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.083333336,0.0
MushroomStew,None,None,MushroomStew,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.5,2500,4066,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1206915444,212,0,11,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Sandwich,None,None,Sandwich,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,1,0,9999,1.0,100,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,42199972,100,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
CornSoup,None,None,CornSoup,EPalItemTypeA::Food,EPalItemTypeB::FoodVegetable,1,0,9999,1.0,100,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-84005260,100,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Stew,None,None,Stew,EPalItemTypeA::Food,EPalItemTypeB::FoodDishVegetable,1,0,9999,1.0,100,9999,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-959031180,100,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
Hamburger,None,None,Hamburger,EPalItemTypeA::Food,EPalItemTypeB::FoodDishMeat,3,0,9999,0.3,3250,4067,False,False,False,0,CommonConsume,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1706754479,316,0,22,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,1.0,0,0,0,0,0,0,None,EPalWazaID::None,0.027777778,0.0
